date_of_count,id,latitude,location,longitude,street,total_passing_vehicle_volume,traffic_volume_count_location_address,vehicle_volume_by_each_direction_of_traffic
2006-11-14T02:00:00.000,478,41.807648,"{'type': 'Point', 'coordinates': [-87.741014, 41.807648]}",-87.741014,47th St,30300,4706 West,East Bound: 14300 / West Bound: 16000
2006-09-26T02:00:00.000,479,41.830119,"{'type': 'Point', 'coordinates': [-87.693144, 41.830119]}",-87.69314399999999,35th St,11600,2719 West,East Bound: 4800 / West Bound: 6800
2006-09-14T02:00:00.000,480,41.859094,"{'type': 'Point', 'coordinates': [-87.704686, 41.859094]}",-87.704686,16th St,2900,3142 West,East Bound: 1500 / West Bound: 1400
2006-10-19T02:00:00.000,481,41.886549,"{'type': 'Point', 'coordinates': [-87.744388, 41.886549]}",-87.744388,Lake St,16100,4733 West,East Bound: 6600 / West Bound: 9500
2006-11-13T02:00:00.000,482,41.909224,"{'type': 'Point', 'coordinates': [-87.734147, 41.909224]}",-87.734147,Grand Ave,11900,4307 West,East Bound: 6600 / West Bound: 5300
2006-08-16T02:00:00.000,483,41.925567,"{'type': 'Point', 'coordinates': [-87.641535, 41.925567]}",-87.641535,Fullerton Ave,18500,500 West,East Bound: 8600 / West Bound: 9900
2006-10-24T02:00:00.000,484,41.923528000000005,"{'type': 'Point', 'coordinates': [-87.667066, 41.923528]}",-87.667066,Clybourn Ave,16400,2293 North,North Bound: 7800 / South Bound: 8600
2006-08-14T02:00:00.000,485,41.944804,"{'type': 'Point', 'coordinates': [-87.834785, 41.944804]}",-87.834785,Addison St,11100,8318 West,East Bound: 5400 / West Bound: 5700
2006-08-10T02:00:00.000,486,41.968272999999996,"{'type': 'Point', 'coordinates': [-87.724989, 41.968273]}",-87.72498900000001,Lawrence Ave,23800,3845 West,East Bound: 11500 / West Bound: 12300
2006-08-16T02:00:00.000,487,41.966293,"{'type': 'Point', 'coordinates': [-87.850072, 41.966293]}",-87.850072,Lawrence Ave,24600,8950 West,East Bound: 12900 / West Bound: 11700
2006-09-19T02:00:00.000,488,41.982865999999994,"{'type': 'Point', 'coordinates': [-87.724368, 41.982866]}",-87.724368,Bryn Mawr Ave,14500,3816 West,East Bound: 7200 / West Bound: 7300
2006-08-22T02:00:00.000,489,41.990342999999996,"{'type': 'Point', 'coordinates': [-87.71242, 41.990343]}",-87.71242,Peterson Ave,38300,3318 West,East Bound: 20300 / West Bound: 18000
2006-08-22T02:00:00.000,490,41.990528999999995,"{'type': 'Point', 'coordinates': [-87.687864, 41.990529]}",-87.687864,Peterson Ave,44000,2314 West,East Bound: 22900 / West Bound: 21100
2006-08-30T02:00:00.000,491,41.997766999999996,"{'type': 'Point', 'coordinates': [-87.687751, 41.997767]}",-87.687751,Devon Ave,22200,2307 West,East Bound: 10200 / West Bound: 12000
2006-08-15T02:00:00.000,492,41.997772999999995,"{'type': 'Point', 'coordinates': [-87.805489, 41.997773]}",-87.805489,Devon Ave,22600,7114 West,East Bound: 11200 / West Bound: 11400
2006-10-18T02:00:00.000,494,41.877093,"{'type': 'Point', 'coordinates': [-87.725018, 41.877093]}",-87.725018,Jackson Blvd,13300,3947 West,East Bound: 6600 / West Bound: 6700
2006-10-05T02:00:00.000,495,41.877558,"{'type': 'Point', 'coordinates': [-87.685609, 41.877558]}",-87.685609,Jackson Blvd,4900,2345 West,East Bound: 3300 / West Bound: 1600
2006-10-05T02:00:00.000,496,41.877595,"{'type': 'Point', 'coordinates': [-87.668568, 41.877595]}",-87.66856800000001,Jackson Blvd,5500,1645 West,East Bound: 5500 / / Oneway East Bound 
2006-10-05T02:00:00.000,497,41.877635,"{'type': 'Point', 'coordinates': [-87.665993, 41.877635]}",-87.665993,Jackson Blvd,6600,1540 West,East Bound: 6600 / / Oneway East Bound 
2006-09-28T02:00:00.000,498,41.878356,"{'type': 'Point', 'coordinates': [-87.618837, 41.878356]}",-87.618837,Jackson Dr,17600,350 East,East Bound: 8900 / West Bound: 8700
2006-10-05T02:00:00.000,499,41.87878,"{'type': 'Point', 'coordinates': [-87.674129, 41.87878]}",-87.67412900000001,Adams St,3500,1880 West,West Bound: 3500/ Oneway West Bound 
2006-10-05T02:00:00.000,500,41.878596,"{'type': 'Point', 'coordinates': [-87.685749, 41.878596]}",-87.685749,Adams St,3400,2344 West,East Bound: 1700 / West Bound: 1700
2006-11-15T02:00:00.000,501,41.88074,"{'type': 'Point', 'coordinates': [-87.724539, 41.88074]}",-87.72453900000001,Madison St,19300,3932 West,East Bound: 9600 / West Bound: 9700
2006-11-13T02:00:00.000,502,41.884876,"{'type': 'Point', 'coordinates': [-87.715267, 41.884876]}",-87.715267,Lake St,9400,3542 West,East Bound: 3700 / West Bound: 5700
2006-11-13T02:00:00.000,503,41.884246000000005,"{'type': 'Point', 'coordinates': [-87.704407, 41.884246]}",-87.70440699999999,Lake St,5700,3116 West,East Bound: 3000 / West Bound: 2700
2006-09-26T02:00:00.000,504,41.883218,"{'type': 'Point', 'coordinates': [-87.627549, 41.883218]}",-87.627549,Washington St,12700,10 East,East Bound: 12700 / / Oneway East Bound 
2006-11-15T02:00:00.000,505,41.882102,"{'type': 'Point', 'coordinates': [-87.685013, 41.882102]}",-87.685013,Warren Blvd,6500,2324 West,East Bound: 6500 / / Oneway East Bound
2006-10-12T02:00:00.000,506,41.881177,"{'type': 'Point', 'coordinates': [-87.6854, 41.881177]}",-87.6854,Madison St,13200,2335 West,East Bound: 5100 / West Bound: 8100
2006-10-19T02:00:00.000,507,41.885023,"{'type': 'Point', 'coordinates': [-87.675556, 41.885023]}",-87.675556,Lake St,6900,1931 West,East Bound: 3400 / West Bound: 3500
2006-10-12T02:00:00.000,508,41.890069,"{'type': 'Point', 'coordinates': [-87.706392, 41.890069]}",-87.70639200000001,Franklin Blvd,3900,3165 West,East Bound: 1700 / West Bound: 2200
2006-10-23T02:00:00.000,509,41.890846,"{'type': 'Point', 'coordinates': [-87.675563, 41.890846]}",-87.675563,Grand Ave,19600,1926 West,East Bound: 9700 / West Bound: 9900
2006-09-19T02:00:00.000,511,41.896397,"{'type': 'Point', 'coordinates': [-87.647745, 41.896397]}",-87.647745,Chicago Ave,27600,777 West,East Bound: 13000 / West Bound: 14600
2006-10-18T02:00:00.000,512,41.896097,"{'type': 'Point', 'coordinates': [-87.665698, 41.896097]}",-87.66569799999999,Chicago Ave,17100,1521 West,East Bound: 8100 / West Bound: 9000
2006-11-13T02:00:00.000,513,41.902685999999996,"{'type': 'Point', 'coordinates': [-87.724565, 41.902686]}",-87.724565,Division St,16900,3914 West,East Bound: 8000 / West Bound: 8900
2006-10-23T02:00:00.000,514,41.90103,"{'type': 'Point', 'coordinates': [-87.713491, 41.90103]}",-87.713491,Grand Ave,15700,3500 West,East Bound: 7900 / West Bound: 7800
2006-10-18T02:00:00.000,515,41.902865000000006,"{'type': 'Point', 'coordinates': [-87.703662, 41.902865]}",-87.703662,Division St,16600,3045 West,East Bound: 8100 / West Bound: 8500
2006-09-21T02:00:00.000,516,41.903211,"{'type': 'Point', 'coordinates': [-87.67591, 41.903211]}",-87.67591,Division St,26800,1925 West,East Bound: 14200 / West Bound: 12600
2006-10-18T02:00:00.000,517,41.899743,"{'type': 'Point', 'coordinates': [-87.66515, 41.899743]}",-87.66515,Augusta Blvd,12800,1504 West,East Bound: 6200 / West Bound: 6600
2006-10-03T02:00:00.000,518,41.89675,"{'type': 'Point', 'coordinates': [-87.623095, 41.89675]}",-87.62309499999999,Chicago Ave,18100,161 East,East Bound: 9700 / West Bound: 8400
2006-10-03T02:00:00.000,519,41.896786999999996,"{'type': 'Point', 'coordinates': [-87.620252, 41.896787]}",-87.62025200000001,Chicago Ave,11900,303 East,East Bound: 6800 / West Bound: 5100
2006-09-20T02:00:00.000,520,41.876846,"{'type': 'Point', 'coordinates': [-87.633902, 41.876846]}",-87.633902,Van Buren St,10500,206 West,West Bound: 10500/ Oneway West Bound 
2006-10-05T02:00:00.000,521,41.924943,"{'type': 'Point', 'coordinates': [-87.726783, 41.924943]}",-87.726783,Pulaski Rd,25000,2415 North,North Bound: 13700 / South Bound: 11300
2006-10-23T02:00:00.000,522,41.923102,"{'type': 'Point', 'coordinates': [-87.7871, 41.923102]}",-87.7871,Grand Ave,14800,6445 West,East Bound: 7500 / West Bound: 7300
2006-08-10T02:00:00.000,523,41.916857,"{'type': 'Point', 'coordinates': [-87.752046, 41.916857]}",-87.75204599999999,Armitage Ave,9700,5025 West,East Bound: 4200 / West Bound: 5500
2006-10-26T02:00:00.000,524,41.92398,"{'type': 'Point', 'coordinates': [-87.765989, 41.92398]}",-87.765989,Central Ave,20000,2366 North,North Bound: 9500 / South Bound: 10500
2006-08-15T02:00:00.000,525,41.947325,"{'type': 'Point', 'coordinates': [-87.648813, 41.947325]}",-87.648813,Addison St,12900,740 West,East Bound: 7200 / West Bound: 5700
2006-10-16T02:00:00.000,526,41.940016,"{'type': 'Point', 'coordinates': [-87.646727, 41.940016]}",-87.646727,Belmont Ave,20800,662 West,East Bound: 10000 / West Bound: 10800
2006-09-21T02:00:00.000,527,41.903698,"{'type': 'Point', 'coordinates': [-87.644273, 41.903698]}",-87.644273,Division St,22100,624 West,East Bound: 11300 / West Bound: 10800
2006-08-29T02:00:00.000,528,41.663357,"{'type': 'Point', 'coordinates': [-87.628989, 41.663357]}",-87.628989,127th St,25700,250 West,East Bound: 12200 / West Bound: 13500
2006-08-29T02:00:00.000,529,41.6779,"{'type': 'Point', 'coordinates': [-87.63412, 41.6779]}",-87.63412,119th St,11500,446 West,East Bound: 6000 / West Bound: 5500
2006-09-14T02:00:00.000,530,41.836923,"{'type': 'Point', 'coordinates': [-87.721956, 41.836923]}",-87.721956,31st St,20100,3900 West,East Bound: 9100 / West Bound: 11000
2006-08-22T02:00:00.000,531,41.979107,"{'type': 'Point', 'coordinates': [-87.797633, 41.979107]}",-87.79763299999999,Higgins Ave,17500,6780 West,East Bound: 7600 / West Bound: 9900
2006-09-19T02:00:00.000,532,41.874957,"{'type': 'Point', 'coordinates': [-87.629219, 41.874957]}",-87.62921899999999,Dearborn St,11500,537 South,North Bound: 11500 / / Oneway North Bound 
2006-08-16T02:00:00.000,533,41.874596999999994,"{'type': 'Point', 'coordinates': [-87.676475, 41.874597]}",-87.676475,Damen Ave,33600,513 South,North Bound: 16200 / South Bound: 17400
2006-10-19T02:00:00.000,534,41.881363,"{'type': 'Point', 'coordinates': [-87.714203, 41.881363]}",-87.714203,Washington St,10500,3515 West,East Bound: 5100 / West Bound: 5400
2006-09-14T02:00:00.000,535,41.837188,"{'type': 'Point', 'coordinates': [-87.706989, 41.837188]}",-87.70698900000001,31st St,20600,3252 West,East Bound: 9100 / West Bound: 11500
2006-08-16T02:00:00.000,536,41.959095,"{'type': 'Point', 'coordinates': [-87.688615, 41.959095]}",-87.688615,Western Ave,40700,4247 North,North Bound: 19400 / South Bound: 21300
2006-09-21T02:00:00.000,537,41.878543,"{'type': 'Point', 'coordinates': [-87.632267, 41.878543]}",-87.632267,La Salle St,7700,230 South,North Bound: 3600 / South Bound: 4100
2006-10-04T02:00:00.000,538,41.878908,"{'type': 'Point', 'coordinates': [-87.644032, 41.878908]}",-87.644032,Des Plaines St,6300,210 South,South Bound: 6300/ Oneway South Bound
2006-10-02T02:00:00.000,539,41.878904,"{'type': 'Point', 'coordinates': [-87.641098, 41.878904]}",-87.641098,Clinton St,11600,210 South,South Bound: 11600/ Oneway South Bound
2006-10-03T02:00:00.000,540,41.878519,"{'type': 'Point', 'coordinates': [-87.639575, 41.878519]}",-87.639575,Canal St,12100,225 South,North Bound: 12100/ Oneway North Bound
2006-09-19T02:00:00.000,541,41.879090000000005,"{'type': 'Point', 'coordinates': [-87.633752, 41.87909]}",-87.633752,Wells St,11600,209 South,South Bound: 11600/ Oneway South Bound 
2006-09-20T02:00:00.000,542,41.879069,"{'type': 'Point', 'coordinates': [-87.630811, 41.879069]}",-87.630811,Clark St,16500,210 South,South Bound: 16500/ Oneway South Bound 
2006-09-20T02:00:00.000,543,41.878484,"{'type': 'Point', 'coordinates': [-87.629312, 41.878484]}",-87.629312,Dearborn St,17900,239 South,North Bound: 17900 / / Oneway North Bound 
2006-09-05T02:00:00.000,544,41.875108000000004,"{'type': 'Point', 'coordinates': [-87.735281, 41.875108]}",-87.735281,Kostner Ave,18700,400 South,North Bound: 13700 / South Bound: 5000
2006-10-09T02:00:00.000,545,41.878056,"{'type': 'Point', 'coordinates': [-87.706035, 41.878056]}",-87.706035,Kedzie Ave,15500,210 South,North Bound: 7500 / South Bound: 8000
2006-09-20T02:00:00.000,546,41.880547,"{'type': 'Point', 'coordinates': [-87.642755, 41.880547]}",-87.64275500000001,Monroe St,13800,603 West,East Bound: 13800 / / Oneway East Bound 
2006-08-15T02:00:00.000,547,41.779058,"{'type': 'Point', 'coordinates': [-87.697351, 41.779058]}",-87.697351,63rd St,22200,2939 West,East Bound: 10500 / West Bound: 11700
2006-10-26T02:00:00.000,548,41.786284,"{'type': 'Point', 'coordinates': [-87.700958, 41.786284]}",-87.700958,59th St,21300,3100 West,East Bound: 10300 / West Bound: 11000
2006-10-11T02:00:00.000,549,41.793556,"{'type': 'Point', 'coordinates': [-87.701352, 41.793556]}",-87.701352,Garfield Blvd,24800,3105 West,East Bound: 12200 / West Bound: 12600
2006-09-26T02:00:00.000,550,41.822739,"{'type': 'Point', 'coordinates': [-87.696963, 41.822739]}",-87.696963,Pershing Rd,7800,2857 West,East Bound: 4300 / West Bound: 3500
2006-09-14T02:00:00.000,551,41.837394,"{'type': 'Point', 'coordinates': [-87.696, 41.837394]}",-87.696,31st St,17700,2825 West,East Bound: 8800 / West Bound: 8900
2006-10-05T02:00:00.000,552,41.881848,"{'type': 'Point', 'coordinates': [-87.708484, 41.881848]}",-87.708484,Warren Blvd,5900,3260 West,East Bound: 5900 / / Oneway East Bound
2006-10-05T02:00:00.000,553,41.882781,"{'type': 'Point', 'coordinates': [-87.707473, 41.882781]}",-87.707473,Washington St,8200,3233 West,West Bound: 8200/ Oneway West Bound
2006-09-21T02:00:00.000,554,41.928333,"{'type': 'Point', 'coordinates': [-87.710574, 41.928333]}",-87.710574,Wrightwood Ave,10000,3283 West,East Bound: 4500 / West Bound: 5500
2006-11-14T02:00:00.000,555,41.924696999999995,"{'type': 'Point', 'coordinates': [-87.709117, 41.924697]}",-87.709117,Fullerton Ave,33200,3238 West,East Bound: 15300 / West Bound: 17900
2006-08-24T02:00:00.000,556,41.706389,"{'type': 'Point', 'coordinates': [-87.684155, 41.706389]}",-87.684155,103rd St,23600,2501 West,East Bound: 12100 / West Bound: 11500
2006-09-27T02:00:00.000,557,41.883162,"{'type': 'Point', 'coordinates': [-87.644644, 41.883162]}",-87.644644,Washington St,19000,650 West,East Bound: 19000 / / Oneway East Bound 
2006-08-16T02:00:00.000,558,41.968422,"{'type': 'Point', 'coordinates': [-87.711419, 41.968422]}",-87.71141899999999,Lawrence Ave,21000,3313 West,East Bound: 9700 / West Bound: 11300
2006-10-18T02:00:00.000,559,41.873224,"{'type': 'Point', 'coordinates': [-87.741379, 41.873224]}",-87.74137900000001,Harrison St,11500,4631 West,East Bound: 7600 / West Bound: 3900
2006-11-15T02:00:00.000,560,41.836814000000004,"{'type': 'Point', 'coordinates': [-87.730379, 41.836814]}",-87.730379,31st St,20500,4224 West,East Bound: 9900 / West Bound: 10600
2006-11-15T02:00:00.000,561,41.850584000000005,"{'type': 'Point', 'coordinates': [-87.726087, 41.850584]}",-87.72608699999999,Ogden St,20500,4040 West,East Bound: 10200 / West Bound: 10300
2006-08-16T02:00:00.000,562,41.924462,"{'type': 'Point', 'coordinates': [-87.728691, 41.924462]}",-87.728691,Fullerton Ave,37900,4047 West,East Bound: 21300 / West Bound: 16600
2006-08-10T02:00:00.000,563,41.931692,"{'type': 'Point', 'coordinates': [-87.734385, 41.931692]}",-87.734385,Diversey Ave,18700,4301 West,East Bound: 9700 / West Bound: 9000
2006-08-14T02:00:00.000,564,41.946011999999996,"{'type': 'Point', 'coordinates': [-87.754759, 41.946012]}",-87.75475899999999,Addison St,22200,5105 West,East Bound: 11200 / West Bound: 11000
2006-10-18T02:00:00.000,565,41.909527000000004,"{'type': 'Point', 'coordinates': [-87.753622, 41.909527]}",-87.753622,North Ave,36500,5103 West,East Bound: 18400 / West Bound: 18100
2006-11-07T02:00:00.000,566,41.891595,"{'type': 'Point', 'coordinates': [-87.633278, 41.891595]}",-87.633278,Grand Ave,14200,155 West,West Bound: 14200/ Oneway West Bound
2006-08-23T02:00:00.000,567,41.962998,"{'type': 'Point', 'coordinates': [-87.767323, 41.962998]}",-87.767323,Central Ave,27600,4521 North,North Bound: 13900 / South Bound: 13700
2006-08-16T02:00:00.000,568,41.964867,"{'type': 'Point', 'coordinates': [-87.688793, 41.964867]}",-87.688793,Western Ave,38300,4581 North,North Bound: 16900 / South Bound: 21400
2006-08-15T02:00:00.000,569,42.011998999999996,"{'type': 'Point', 'coordinates': [-87.785556, 42.011999]}",-87.785556,Touhy Ave,33700,6330 West,East Bound: 17100 / West Bound: 16600
2006-08-23T02:00:00.000,570,41.987697,"{'type': 'Point', 'coordinates': [-87.699307, 41.987697]}",-87.69930699999999,California Ave,11400,5831 North,North Bound: 5400 / South Bound: 6000
2006-08-09T02:00:00.000,571,41.997256,"{'type': 'Point', 'coordinates': [-87.724713, 41.997256]}",-87.724713,Devon Ave,27100,3815 West,East Bound: 13600 / West Bound: 13500
2006-08-22T02:00:00.000,573,41.69184,"{'type': 'Point', 'coordinates': [-87.676796, 41.69184]}",-87.676796,111th St,22600,2208 West,East Bound: 11100 / West Bound: 11500
2006-10-23T02:00:00.000,574,41.878378000000005,"{'type': 'Point', 'coordinates': [-87.745201, 41.878378]}",-87.745201,Cicero Ave,33700,206 South,North Bound: 16800 / South Bound: 16900
2006-10-04T02:00:00.000,575,41.878768,"{'type': 'Point', 'coordinates': [-87.725604, 41.878768]}",-87.725604,Pulaski Rd,24200,135 South,North Bound: 12100 / South Bound: 12100
2006-10-02T02:00:00.000,576,41.880549,"{'type': 'Point', 'coordinates': [-87.642619, 41.880549]}",-87.642619,Jefferson St,9100,49 South,North Bound: 9100 / / Oneway North Bound
2006-08-24T02:00:00.000,577,41.976427,"{'type': 'Point', 'coordinates': [-87.652889, 41.976427]}",-87.652889,Foster Ave,20200,909 West,East Bound: 10000 / West Bound: 10200
2006-08-29T02:00:00.000,578,41.699940000000005,"{'type': 'Point', 'coordinates': [-87.618575, 41.69994]}",-87.618575,107th St,8000,158 East,East Bound: 3600 / West Bound: 4400
2006-08-29T02:00:00.000,579,41.692731,"{'type': 'Point', 'coordinates': [-87.613734, 41.692731]}",-87.613734,111th St,12200,350 East,East Bound: 5600 / West Bound: 6600
2006-10-16T02:00:00.000,580,41.939165,"{'type': 'Point', 'coordinates': [-87.721399, 41.939165]}",-87.721399,Belmont Ave,26200,3743 West,East Bound: 14100 / West Bound: 12100
2006-09-18T02:00:00.000,581,41.982929999999996,"{'type': 'Point', 'coordinates': [-87.77077, 41.98293]}",-87.77077,Bryn Mawr Ave,8900,5665 West,East Bound: 3800 / West Bound: 5100
2006-08-22T02:00:00.000,582,41.678624,"{'type': 'Point', 'coordinates': [-87.680741, 41.678624]}",-87.680741,Western Ave,23600,11810 South,North Bound: 11300 / South Bound: 12300
2006-08-22T02:00:00.000,583,41.692257,"{'type': 'Point', 'coordinates': [-87.720366, 41.692257]}",-87.720366,Pulaski Rd,32900,11027 South,North Bound: 15900 / South Bound: 17000
2006-08-22T02:00:00.000,584,41.68508,"{'type': 'Point', 'coordinates': [-87.700584, 41.68508]}",-87.70058399999999,Kedzie Ave,19600,11450 South,North Bound: 10200 / South Bound: 9400
2006-09-06T02:00:00.000,585,41.722735,"{'type': 'Point', 'coordinates': [-87.575361, 41.722735]}",-87.575361,Jeffery Ave,19400,9450 South,North Bound: 9300 / South Bound: 10100
2006-10-04T02:00:00.000,586,41.724078999999996,"{'type': 'Point', 'coordinates': [-87.604556, 41.724079]}",-87.604556,Cottage Grove Ave,24400,9401 South,North Bound: 12600 / South Bound: 11800
2006-10-18T02:00:00.000,588,41.746122,"{'type': 'Point', 'coordinates': [-87.552788, 41.746122]}",-87.552788,Exchange Ave,9700,8210 South,North Bound: 4300 / South Bound: 5400
